"","pvalue","adj_pvalue","weight","weighted_pvalue","group","covariate","fold","log2FoldChange"
"Golga2",1.13247865947943e-05,0.00010934467742951,1.04834816177496,1.08025053200077e-05,"7",2008.09869874753,"1",0.582023867511203
"Zfp511",1.13602865660228e-05,0.000105800714902273,1.09229101900081,1.0400421104272e-05,"7",1291.49731559043,"3",0.625417773487808
"Rnf145",1.16771140828037e-05,7.68756657683498e-05,1.61916474706562,7.21181343897584e-06,"9",6716.03693667277,"2",-0.639092821392862
"Add3",1.19178829988161e-05,7.76682440474551e-05,1.63324323358086,7.29706558935886e-06,"9",10711.8127845556,"4",-0.645212466357396
"Kcnh2",1.20063432463743e-05,0.000130091567066085,0.917891257126292,1.30803547295607e-05,"3",69.3764518686211,"4",-3.06933482530918
"Ncf4",1.20399807612487e-05,0.000115373442489552,1.05108857523011,1.14547727422619e-05,"8",3750.48112170331,"2",0.493438890419066
"Ric8a",1.20562531369691e-05,7.91776520065139e-05,1.61228009794363,7.47776589957674e-06,"9",4432.92131365312,"5",0.4458957381169
"Zfp316",1.20905718447342e-05,0.000130821619582574,0.917891257126292,1.31721178852788e-05,"4",150.908454439981,"4",1.66462339831829
"Pwp2",1.21495950775314e-05,0.000112182504987213,1.09391976816347,1.11064773040245e-05,"7",1984.34961556916,"4",-0.71760665937625
"Sytl1",1.21494503301278e-05,0.000109499805035818,1.12229778174403,1.08255139836843e-05,"6",954.246647576087,"2",1.11935313520619
"Kcnk6",1.21650778869099e-05,0.000131536122214264,0.917891257126292,1.32532887664667e-05,"3",117.580594942972,"4",1.47768751176751
"Zc2hc1a",1.21722041490014e-05,0.000124659230247727,0.974523672085974,1.249041403268e-05,"3",60.5592298870847,"3",2.72459252740895
"Bdh1",1.22367164282446e-05,0.000112951479062325,1.09271429720464,1.11984591576667e-05,"6",920.16781871896,"3",-0.810639054394093
"6530402F18Rik",1.23758626136178e-05,0.000122338858075083,1.01388167678131,1.22064170770957e-05,"5",423.457102687596,"5",0.821530679598944
"3830406C13Rik",1.23928596507183e-05,0.000122071827432643,1.01821108555137,1.21712087273214e-05,"5",487.570136818519,"2",0.631207975634381
"Ehmt2",1.24634215059608e-05,0.000142156637406216,0.86114947678212,1.44730059554041e-05,"8",3146.34724949699,"5",0.514005444143872
"Cfap126",1.24816527402707e-05,0.00018007865022497,0.661203410611433,1.88771753744109e-05,"1",14.290814026013,"5",4.11626858614139
"Plcb4",1.2611557767981e-05,0.000107081058282408,1.19469093476593,1.05563350327521e-05,"3",61.22547824723,"5",-2.95474356442165
"Rps15a",1.28126598462041e-05,0.000145290124864126,0.86114947678212,1.48785549914998e-05,"8",3807.40605183531,"5",-0.999704649068837
"Dyrk2",1.28778265134791e-05,0.000120443708730391,1.07538608743256,1.19750726403988e-05,"8",2650.326923157,"4",-0.812250485481947
"Mef2a",1.29828207478251e-05,0.000123621944271084,1.05108857523011,1.23517856190025e-05,"8",2587.7808434412,"2",0.54789958496794
"Plpp2",1.36158785357547e-05,0.000145001576810464,0.917891257126292,1.4833868859785e-05,"3",61.8223989741133,"4",2.2567610132857
"Rpl7",1.38904624772831e-05,0.000121041507193249,1.15340536092156,1.20430014875124e-05,"9",7461.1778872753,"1",-0.768408861317396
"Rps3",1.38919245622764e-05,8.91350380023592e-05,1.63324323358086,8.50572913859167e-06,"9",17213.8363140504,"4",-0.820079659391915
"Setd4",1.39523980768311e-05,0.000136412098801544,1.00949596683145,1.38211528676277e-05,"5",499.614476032038,"1",-0.684054536809324
"1700056E22Rik",1.39703014718048e-05,0.000131898087760884,1.04974594678296,1.33082690289188e-05,"3",98.0148985620633,"2",-1.38102574987849
"Trdc",1.40050436395015e-05,0.000148534715981419,0.917891257126292,1.52578462108334e-05,"3",135.870346351384,"4",-1.2515659564628
"Tnfrsf22",1.40492852125858e-05,0.000135375742974315,1.02570844042957,1.36971527763796e-05,"5",525.28059927226,"4",-1.09008525352319
"Ankle2",1.40757794425017e-05,0.000132153941675071,1.05489042844753,1.33433568671363e-05,"8",2353.69203939376,"3",0.471733369208386
"Gm45155",1.41544428375349e-05,0.000199645486457411,0.670310595042692,2.11162451290709e-05,"1",15.392832691846,"4",-3.7625522052448
"Sgcb",1.41555998348519e-05,0.000137514433863017,1.01388167678131,1.39617868228871e-05,"5",613.046372255198,"5",0.92400580247573
"Nlrx1",1.41973757017465e-05,0.000138423790906358,1.00949596683145,1.40638260758073e-05,"4",301.758277854569,"1",0.939766259901293
"Cul7",1.42234675271026e-05,0.000143259123568674,0.974523672085974,1.45953022327894e-05,"4",227.149306830816,"3",-1.29341520431735
"Rps5",1.42675168393513e-05,0.000123716429464606,1.15340536092156,1.23699068191877e-05,"9",9544.50726593647,"1",-0.80671826393272
"Rpl8",1.4287789282945e-05,9.11897902892502e-05,1.63324323358086,8.74810866451241e-06,"9",12232.5658072752,"4",-0.830641310230841
"Zswim4",1.45506483442159e-05,0.000110915562002906,1.32600927513697,1.09732628700602e-05,"7",1767.03945121192,"2",-0.861179863045818
"Fastkd2",1.47691164160627e-05,0.000130789557855681,1.12229778174403,1.31597127396187e-05,"6",1050.48371963956,"2",-0.630165395974749
"Rpsa",1.48217743889228e-05,9.48127052806415e-05,1.61916474706562,9.15396312560782e-06,"9",9129.47540003853,"2",-0.856971187325313
"Exoc3l",1.48496769158229e-05,0.000148441761521928,0.974523672085974,1.52378821994514e-05,"3",107.205744909014,"3",1.45007914742187
"Ankfy1",1.49389796601737e-05,9.54237528036785e-05,1.61916474706562,9.22634937997958e-06,"9",4266.99443096901,"2",0.612583291392266
"Rufy1",1.50501944704824e-05,0.000135883311999345,1.09391976816347,1.37580423249407e-05,"7",1490.38435175933,"4",0.520882685234252
"Tsr1",1.52407009081207e-05,0.000137514433863017,1.09229101900081,1.39529673347148e-05,"7",1713.75577697279,"3",-0.801062142417961
"AC149090.1",1.54264128432747e-05,9.73347047328874e-05,1.63324323358086,9.44526358725676e-06,"9",6295.76231039401,"4",0.9910369530635
"Gm13919",1.54224514535416e-05,0.000233320151318542,0.60810321096132,2.53615688513814e-05,"1",14.3370362890189,"1",-4.80378797286014
"Trim14",1.5414555609741e-05,0.000188878881385099,0.775411363935081,1.98791974514208e-05,"7",1562.82103322897,"5",0.732356640194458
"Gm36981",1.54392609551725e-05,0.000214974625167256,0.670310595042692,2.30329955536346e-05,"1",10.7034903077084,"4",-4.61188459813906
"Pemt",1.54767785919812e-05,0.000241778624312676,0.586827485390166,2.63736429824705e-05,"2",42.020423845786,"3",-2.06312876500919
"Rsph3a",1.54904665243651e-05,0.000144442411281749,1.04974594678296,1.47563956515736e-05,"3",88.3791740209368,"2",1.09315330210915
"Mrpl23",1.56965477303692e-05,0.000156160154830773,0.974523672085974,1.6106892197673e-05,"4",356.369148188716,"3",-0.702102557914549
"Cmip",1.57956601753204e-05,9.95205928579019e-05,1.63324323358086,9.67134585378853e-06,"9",5255.87951565463,"4",0.479609329782049
"Cux1",1.57897167971913e-05,0.000143920060923695,1.07538608743256,1.4682835292103e-05,"8",2624.29237198061,"4",-0.808688067323954
"I730030J21Rik",1.58675086784704e-05,0.00015770895236043,0.974523672085974,1.62823224647852e-05,"5",471.98626232154,"3",-0.883189262991029
"Galc",1.5885023312725e-05,0.000152768222827596,1.00949596683145,1.57355985904372e-05,"4",269.709281043119,"1",0.906962043811783
"Spats2l",1.59385756408975e-05,0.000371408546701905,0.367553113737317,4.33640065753557e-05,"2",29.9727379725217,"2",-3.49955818290081
"Gm10638",1.60409103421473e-05,0.00020829790519095,0.722065067244573,2.22153252799778e-05,"2",44.0100524166031,"4",-1.25191308894131
"Trbv31",1.62733532794378e-05,0.000170841532731731,0.917891257126292,1.77290644758792e-05,"4",363.024352401402,"4",-1.31282768678519
"Rpl7a",1.63222829683033e-05,0.000180570408587173,0.86114947678212,1.89540647801299e-05,"8",3487.28043732627,"5",-0.734440181841416
"Shmt2",1.63779948791725e-05,0.000103559246107875,1.61228009794363,1.01582813681454e-05,"9",5723.25359932013,"5",-0.48816525461131
"Col11a2",1.64273784926454e-05,0.000198424646028353,0.784513870974168,2.09395641051532e-05,"4",211.435054591574,"5",-1.03259159563528
"Pcgf2",1.6765159063149e-05,0.000166226047579375,0.974523672085974,1.72034395298609e-05,"3",64.0590411059317,"3",1.35845458280811
"Pdia6",1.67678585059957e-05,0.000105422749538234,1.61916474706562,1.03558693063098e-05,"9",7271.31153243853,"2",0.409344422724154
"Ist1",1.7026107697194e-05,0.00010934467742951,1.57648397549081,1.08000512291241e-05,"9",5113.93016979333,"3",-0.445697807506404
"Alg9",1.70766647037923e-05,0.000151928156851387,1.09271429720464,1.56277489435962e-05,"6",946.918568849902,"3",0.651797605568714
"Ube2d1",1.71016230809347e-05,0.000207202695955728,0.775411363935081,2.20549038566405e-05,"7",1344.60666597998,"5",-0.527017647296149
"Mak16",1.71762056635661e-05,0.000152709588174432,1.09271429720464,1.57188440816652e-05,"6",993.763117863176,"3",-0.491248033624164
"Rpl14",1.75325026849386e-05,0.000108813690369899,1.63324323358086,1.07347774810607e-05,"9",10330.8946991467,"4",-0.731380459035125
"Gm49484",1.77725402945098e-05,0.000244677240796823,0.664026836569568,2.6764792197744e-05,"1",17.4186946920776,"2",-3.1334776210686
"Eif4ebp1",1.78799002137191e-05,0.00017078978119754,1.00949596683145,1.77117103992396e-05,"5",470.759707613876,"1",0.902126910675631
"Mettl8",1.80860050573638e-05,0.0001701429807684,1.02570844042957,1.76326959440729e-05,"5",561.589711399691,"4",-1.11629755640071
"Nrg2",1.80984716974574e-05,0.000199645486457411,0.857092706485207,2.11161191321721e-05,"2",45.4428526435024,"1",-2.13617812162827
"Snhg6",1.81540704133548e-05,0.000178304678430189,0.974523672085974,1.86286602710182e-05,"4",224.153023339898,"3",-0.868441796441637
"Kti12",1.82664654186748e-05,0.00021900600162647,0.775411363935081,2.35571288586429e-05,"7",2013.51972731999,"5",-0.501179620115798
"Tspo",1.83220737859623e-05,0.000154115627899485,1.15340536092156,1.58851990867488e-05,"9",5403.17366112677,"1",0.531539435775287
"Trmo",1.8348923320912e-05,0.000174561277004345,1.00949596683145,1.81763215741263e-05,"5",627.745822028905,"1",-0.624539306349862
"Nefh",1.8500488454195e-05,0.000175648098189811,1.00949596683145,1.83264609885103e-05,"5",618.544165689885,"1",-0.681699715440569
"Kank3",1.85433156756848e-05,0.000218954193151587,0.787863848896662,2.35361930892668e-05,"4",149.533213050144,"2",1.74831218869061
"Tor3a",1.86022226817085e-05,0.000174291245028936,1.02570844042957,1.81359750475661e-05,"6",977.696507443628,"4",0.713608972545074
"Gm44321",1.87049435241673e-05,0.000253696927645064,0.670310595042692,2.79048901546543e-05,"1",10.6979950899337,"4",4.17516531395245
"Oaz1",1.87875568934511e-05,0.00015770895236043,1.15340536092156,1.62887719530279e-05,"9",8289.58679461294,"1",-0.41137637758792
"Eif4e2",1.88417404922509e-05,0.000172388905536955,1.05108857523011,1.79259302558074e-05,"8",3581.75952911691,"2",-0.313471368086097
"Fancf",1.89608824902495e-05,0.000178304678430189,1.01821108555137,1.86217600253115e-05,"5",451.406029726066,"2",0.972775224566
"Fxyd5",1.90748781037094e-05,0.000119078632503335,1.61228009794363,1.18309952024082e-05,"9",26375.6782218866,"5",0.652086450893343
"Piga",1.94014939248205e-05,0.000180320815932702,1.02570844042957,1.89152132907234e-05,"5",668.088311693047,"4",-0.762535543680633
"Csnk1e",1.95097067875603e-05,0.000171816501632991,1.09271429720464,1.78543529973659e-05,"6",991.954546608915,"3",-1.03027755840806
"Eno3",1.96555454091065e-05,0.000191253565065676,0.974523672085974,2.01693873346695e-05,"5",487.06130982749,"3",-0.749506150417431
"Fst",1.97343444099142e-05,0.000268200911188411,0.661203410611433,2.98461019607648e-05,"1",19.2841266596731,"5",-4.58495878619657
"Gtf2i",1.97285007399702e-05,0.000124809633161657,1.57648397549081,1.25142412144266e-05,"9",14257.881449303,"3",-0.82316576371651
"Gbp10",1.99139357400826e-05,0.000232707716924797,0.787863848896662,2.52758592337627e-05,"4",252.711051904877,"2",-1.77162835600255
"Fbxo21",1.99870683551344e-05,0.00017523491065519,1.09391976816347,1.82710550963803e-05,"7",1841.67519128795,"4",0.392010257794771
"Tuba8",2.00315632300206e-05,0.000268203273256671,0.670310595042692,2.98840021001679e-05,"1",14.2546946422463,"4",2.7258157824156
"Sgip1",2.01086148745935e-05,0.000218683190480098,0.857092706485207,2.34614233938071e-05,"2",40.7401744348454,"1",-1.86915099191139
"Fam110b",2.03381804073982e-05,0.000306036997052208,0.586827485390166,3.46578524587611e-05,"2",31.0836934674125,"3",-2.76941037769337
"Klrk1",2.035902705333e-05,0.000124496743733493,1.63324323358086,1.24653980709862e-05,"9",7984.58877276373,"4",2.7366917129314
"Cers5",2.04016340364678e-05,0.000178389392982821,1.09391976816347,1.86500277536067e-05,"7",1844.18452938185,"4",0.577361851939146
"Rpl39",2.04166325589988e-05,0.000124496743733493,1.6389934614287,1.24568114757467e-05,"6",1067.64766445198,"5",-0.975986161994365
"Megf9",2.04463675724515e-05,0.000238313742778613,0.787863848896662,2.595165091162e-05,"4",204.449150090769,"2",1.32534448334663
"Dock10",2.05688819113269e-05,0.000125516145354297,1.63324323358086,1.25938877249961e-05,"9",18040.2482975156,"4",0.64438899977159
"Sc5d",2.05846266211236e-05,0.000190425430277462,1.02570844042957,2.00686918521434e-05,"6",1130.02868035087,"4",0.617058724706987
"Gm16144",2.07072334334063e-05,0.000285294735479064,0.646523257775297,3.20285978646157e-05,"1",12.7390333673194,"3",3.66100911664474
"Angptl6",2.07971035643893e-05,0.000241778624312676,0.787863848896662,2.6396824265403e-05,"4",150.385964908311,"2",0.920849095531897
"Actr3b",2.10587451104214e-05,0.000477326540206505,0.365990286837608,5.75390819586568e-05,"2",36.44984985591,"5",2.37672596342522
"Elf2",2.10943973002882e-05,0.00018986936200456,1.05489042844753,1.99967662341316e-05,"8",2896.00903999845,"3",-0.828875309933982
"Galm",2.10863608569643e-05,0.000179473577769854,1.12229778174403,1.87885614673465e-05,"6",810.273111330263,"2",0.900370357543701
"Rnf13",2.12877438757031e-05,0.000250010901831177,0.775411363935081,2.74534845190705e-05,"7",1736.29036699734,"5",0.509855302703267
"Timm21",2.13586420812214e-05,0.000181183876323828,1.12229778174403,1.90311719658133e-05,"6",867.78186084614,"2",-0.607959227498519
"Rpl4",2.1413915946667e-05,0.000131726952982756,1.61228009794363,1.32817591521344e-05,"9",38320.2715057115,"5",-0.691758810897343
"Ttc21b",2.14145361403496e-05,0.000199645486457411,1.01388167678131,2.11213365728561e-05,"5",554.585150789855,"5",0.60294160501037
"Aamp",2.14712306676883e-05,0.000134703602270587,1.57648397549081,1.36196948408585e-05,"9",5442.94814210521,"3",-0.287054461702214
"Msc",2.16421655778586e-05,0.00020829790519095,0.974523672085974,2.22079424007561e-05,"3",58.3497916065136,"3",3.08879804398784
"Fam222a",2.18078282634547e-05,0.000175188748498556,1.19469093476593,1.82539497277824e-05,"3",51.7157849902096,"5",-2.14127525488712
"Camk2g",2.19777508539468e-05,0.000211040964555271,0.974523672085974,2.25523006607969e-05,"5",420.596697640509,"3",0.623726967299217
"Dyrk3",2.21425735030241e-05,0.000212344820416833,0.974523672085974,2.27214321593931e-05,"5",524.897769915942,"3",2.77290572856738
"Ate1",2.22002261779227e-05,0.00020000388649161,1.04834816177496,2.11763868029638e-05,"7",1414.51629457721,"1",0.518228353339842
"Trbc2",2.24386712556911e-05,0.00013989925013747,1.57648397549081,1.42333646294788e-05,"9",19798.9636866592,"3",-0.718814877705024
"Trbj1-7",2.25479902828632e-05,0.00018007865022497,1.19469093476593,1.88734924043605e-05,"3",129.681645745323,"5",-1.16707204481878
"Slc35e4",2.27514292177937e-05,0.000209371450756055,1.01821108555137,2.23445114089223e-05,"5",417.184867409777,"2",1.71852642929334
"Tmem205",2.2762496736864e-05,0.000510462020009767,0.365990286837608,6.21942645897699e-05,"2",43.9373032031211,"5",2.50194193042978
"Gm37881",2.28459499465788e-05,0.000301518115601794,0.670310595042692,3.40826329100821e-05,"1",15.7634331718853,"4",3.05912211025604
"Gm8818",2.28684632472843e-05,0.000263105567449439,0.784513870974168,2.91498520209559e-05,"4",192.465323650879,"5",2.02281166806546
"Inpp4a",2.2882629959664e-05,0.000211061737903919,1.01388167678131,2.25693298179604e-05,"5",386.116011122559,"5",0.771177415285327
"Avpi1",2.29338421170369e-05,0.000262902344969517,0.787863848896662,2.91088900057464e-05,"4",324.045838444203,"2",-0.926047740219218
"Arhgap18",2.32789442709512e-05,0.000139699061275542,1.6389934614287,1.4203195326148e-05,"6",1134.74168537696,"5",0.588813032137393
"Rasa2",2.32936858637121e-05,0.000208066873283725,1.05108857523011,2.21614870646011e-05,"8",2179.70015025186,"2",-0.592354974581912
"Asrgl1",2.33448536482987e-05,0.000222271285180699,0.974523672085974,2.39551427194467e-05,"5",673.639736153757,"3",-0.53531213585703
"Chst15",2.33348964196141e-05,0.000214951204517224,1.01388167678131,2.30154040200171e-05,"5",519.233785584044,"5",-3.35761940211036
"Rps15",2.33298836614391e-05,0.000144756900122984,1.57648397549081,1.47986811310123e-05,"9",4691.94605730329,"3",-0.827697056363978
"Ppan",2.35011965581685e-05,0.00020571951878939,1.07538608743256,2.18537294026899e-05,"8",3107.48054249442,"4",-0.682247124549703
"Rapgef3",2.35111686999862e-05,0.000187108204043913,1.19469093476593,1.9679707961116e-05,"3",81.3337143568552,"5",-3.12099162933824
"Zmpste24",2.3550426713086e-05,0.000209807315150696,1.05108857523011,2.24057489236149e-05,"8",2219.17632522937,"2",0.492583972226497
"Syt11",2.38041876033751e-05,0.000204976833330308,1.09391976816347,2.17604510825677e-05,"7",1422.82785161435,"4",0.781923884585058
"Zfp318",2.38022653779966e-05,0.000218683190480098,1.01388167678131,2.34763739429238e-05,"5",599.271429831276,"5",0.587259181701941
"Rps11",2.38658159237785e-05,0.000147676817218924,1.57648397549081,1.51386352762313e-05,"9",8385.91743838418,"3",-0.596483134123323
"Hist1h4d",2.38930416493195e-05,0.000271660127897804,0.787863848896662,3.03263586503933e-05,"4",240.594841369269,"2",0.96478446114556
"Aldh16a1",2.39513778046557e-05,0.000201428659789025,1.12229778174403,2.13413749846638e-05,"6",1112.09358025836,"2",0.530655812845559
"Fbxo6",2.39421159818993e-05,0.000143283278014404,1.6389934614287,1.46078166541489e-05,"6",763.475737125137,"5",0.811864459175242
"Gm26740",2.40813884702542e-05,0.000202388004518644,1.12229778174403,2.14572182730614e-05,"6",739.872737630148,"2",-0.83931476385255
"Trbv17",2.41394208118711e-05,0.000144265486623511,1.6389934614287,1.47281983607359e-05,"6",800.123235078631,"5",-0.964354539558633
"Rab4a",2.42926908555879e-05,0.000242254354011294,0.917891257126292,2.64657612402179e-05,"3",77.4738287142489,"4",-1.87274926716372
"Zfp661",2.44749755924047e-05,0.00027757875294404,0.787863848896662,3.10649811216492e-05,"4",156.975311606625,"2",-1.15557004751511
"Slc25a33",2.46492505034631e-05,0.000280046688539216,0.784513870974168,3.14197765207835e-05,"4",265.410283418021,"5",-1.03305357030702
"Phip",2.47889378098058e-05,0.000149573829816647,1.61228009794363,1.53750814398953e-05,"9",4497.5780405237,"5",0.448340725946925
"Tmem238",2.48640560093606e-05,0.00024715848605382,0.917891257126292,2.70882371046917e-05,"4",341.099333895123,"4",0.753708837751883
"Rrp12",2.52120693708259e-05,0.000222855026272033,1.04834816177496,2.40493285438105e-05,"8",2346.99342068034,"1",-0.554903908794737
"Rad23a",2.53996456093102e-05,0.000223782198112953,1.05108857523011,2.41650858052087e-05,"8",2869.68833852324,"2",-0.389411732036551
"St6galnac6",2.5407851401794e-05,0.000287078883942575,0.787863848896662,3.22490382537231e-05,"4",164.196676050006,"2",1.42988564955461
"Atrn",2.5454057618154e-05,0.000231588547219838,1.01388167678131,2.51055504809606e-05,"5",719.792053172892,"5",0.653111519119736
"Kif7",2.54531971305581e-05,0.000252368510085315,0.917891257126292,2.77300790621389e-05,"3",101.109285123446,"4",-1.55373225414998
"Abca1",2.54786859734008e-05,0.00023251872771037,1.00949596683145,2.52390171041217e-05,"5",625.828196848495,"1",-1.37287730295935
"Trbj1-5",2.56175809004437e-05,0.000233320151318542,1.00949596683145,2.53766054963555e-05,"4",210.888130595989,"1",-0.880786345179269
"Nxnl1",2.56365051544613e-05,0.000268276688890172,0.857092706485207,2.99110060796017e-05,"2",37.0872569930485,"1",-1.85427563789072
"Slc9a1",2.58740469102367e-05,0.000219750233265175,1.09391976816347,2.36526001844498e-05,"7",1403.45011413528,"4",0.709743791204825
"Stxbp1",2.62037295810074e-05,0.000206333963865168,1.19469093476593,2.19334798804189e-05,"3",59.0574805618358,"5",2.10733739808321
"Fam20a",2.64676875998851e-05,0.000261093375155851,0.917891257126292,2.88353194285229e-05,"3",93.5088005093427,"4",1.90640352864503
"Hist1h2bg",2.64617863165699e-05,0.000232381352887186,1.04974594678296,2.52078004184387e-05,"3",57.8268860776534,"2",1.60585536318826
"Zdhhc18",2.65871257291387e-05,0.000163064776240902,1.57648397549081,1.68648245985889e-05,"9",7657.2332588959,"3",0.467685274197971
"Syde1",2.66298496154346e-05,0.000262359673145233,0.917891257126292,2.9011987431721e-05,"3",62.0082915864487,"4",-2.28744252899251
"Cd6",2.71092370769532e-05,0.000218794274463931,1.15340536092156,2.35036510106847e-05,"9",22763.3997578134,"1",0.330578519962337
"Jak3",2.71910796928268e-05,0.000162483206084272,1.61916474706562,1.67932755095518e-05,"9",10471.4782627084,"2",0.48031916580747
"Mrps18b",2.73279769565666e-05,0.00024715848605382,1.00949596683145,2.70709124696576e-05,"5",560.682482761181,"1",-0.67879454822352
"Tbc1d12",2.74995832979771e-05,0.000268542834801445,0.917891257126292,2.99595219852862e-05,"4",190.198258380007,"4",1.10303415293391
"Zswim6",2.78186377738292e-05,0.000247302647636665,1.02570844042957,2.71213891563364e-05,"5",481.358520702918,"4",-1.00778999193975
"Col8a2",2.78548062919907e-05,0.000362341737742667,0.661203410611433,4.21274389166151e-05,"1",10.529988362175,"5",4.16006305662026
"Rpl18",2.81582978821608e-05,0.000225932925667067,1.15340536092156,2.44131845023354e-05,"9",6837.0594237915,"1",-0.703724037625208
"Rpl7l1",2.82004355145084e-05,0.000245113773072631,1.05108857523011,2.68297422111496e-05,"8",2507.84824341803,"2",-0.579946548211396
"Setd3",2.82767784658028e-05,0.000291758042875504,0.86114947678212,3.2836086217535e-05,"8",2864.97685534153,"5",0.42040198372322
"Rps8",2.8413514692897e-05,0.0001701429807684,1.61228009794363,1.76231876391309e-05,"9",4035.11154725352,"5",-0.841697072429284
"Snrpd3",2.86761885253895e-05,0.000295143113309008,0.86114947678212,3.32998965900143e-05,"8",2519.19524544062,"5",-0.582071393014483
"Fam102b",2.89384117875202e-05,0.000257667796330262,1.01821108555137,2.84208374846458e-05,"5",507.849589976473,"2",0.870491688861536
"Ccdc91",2.8965785449467e-05,0.000256189312875106,1.02570844042957,2.82397846285989e-05,"5",564.396984112847,"4",-0.980946092244996
"Mgrn1",2.90890179113513e-05,0.000243249495880072,1.09391976816347,2.65915460694045e-05,"7",1498.89860608233,"4",-0.585544055776543
"Rpap3",2.90879404614664e-05,0.000170903064368678,1.6389934614287,1.77474414303707e-05,"6",1068.16747735401,"5",-0.623522136259491
"Ttc3",2.93376125034333e-05,0.000253696927645064,1.05108857523011,2.79116462635041e-05,"8",3728.26366327679,"2",-0.62782721384655
"Bach2it1",2.94971754403736e-05,0.000255148895803011,1.04974594678296,2.80993468284115e-05,"3",115.323547901029,"2",-1.75033491886977
"Mt1",2.97986902108963e-05,0.000265926686130083,1.00949596683145,2.95183846097244e-05,"4",266.47729506802,"1",2.15204525201556
"Smarce1",2.98517095557159e-05,0.00024904045985276,1.09229101900081,2.73294470396938e-05,"7",1820.42562738322,"3",-0.308498872350908
"Kcnip3",2.99754827270605e-05,0.000385478385223419,0.664026836569568,4.51419748061946e-05,"1",18.7155053059908,"2",-4.05352119254453
"Plscr4",2.99788238449929e-05,0.000231588547219838,1.19469093476593,2.5093371827473e-05,"3",79.1947139475673,"5",3.14962865273025
"Otud7b",3.00151961126941e-05,0.00027555533905386,0.974523672085974,3.07998635358405e-05,"5",628.628773498179,"3",0.745305739358254
"Zfp120",3.01673138385447e-05,0.000265128647192612,1.02570844042957,2.94111978116419e-05,"5",465.108480815454,"4",0.835563720334778
"Rps24",3.02484715096189e-05,0.000178570849511774,1.61916474706562,1.8681527969552e-05,"9",4022.76328827151,"2",-0.93313353037541
"Ppa1",3.06530916693239e-05,0.000222806915509069,1.27569708679484,2.40285033074262e-05,"6",1253.88311830263,"1",-0.875858761104303
"Ero1l",3.07012384513021e-05,0.000255148895803011,1.09229101900081,2.81071966328043e-05,"7",1655.87636070333,"3",0.687120633787419
"Rab11fip1",3.11150368594094e-05,0.00034681136141434,0.775411363935081,4.01271354878085e-05,"7",1593.8452953013,"5",0.611975869789229
"Plat",3.13578752370177e-05,0.000268203273256671,1.04974594678296,2.9871870744647e-05,"3",124.190928379901,"2",-1.66511898705854
"Mib1",3.13790760939342e-05,0.000227491808651965,1.27569708679484,2.45975917157366e-05,"6",900.693030124813,"1",0.68921134914322
"Emg1",3.1623990140449e-05,0.000184217039515416,1.63324323358086,1.93626947231331e-05,"9",5499.28833303463,"4",-0.479706134977857
"Lag3",3.21696298619634e-05,0.000353548010234025,0.784513870974168,4.10058139851841e-05,"4",154.070069343818,"5",1.73938777010684
"Oasl2",3.23580028593342e-05,0.000294475557707302,0.974523672085974,3.32039167299771e-05,"5",374.737456930297,"3",-1.80387768032765
"Parp4",3.24506576396602e-05,0.000261643923858019,1.12229778174403,2.89144807799873e-05,"6",801.117769995288,"2",0.695406313164381
"Timp2",3.2501883987693e-05,0.000267327539857493,1.09391976816347,2.97113965151747e-05,"7",1715.1190562726,"4",-2.01040694896253
"Fam117a",3.25375358749578e-05,0.000267451930214577,1.09391976816347,2.97439874677311e-05,"7",1307.44475175921,"4",-0.668807710181787
"Rexo2",3.26515983916663e-05,0.000276748063698412,1.05489042844753,3.09525970765696e-05,"8",3034.40500173925,"3",-0.433503179632948
"Syngr3",3.28721060233912e-05,0.000451408808562689,0.60810321096132,5.40567874513034e-05,"1",13.3583523598117,"1",3.28386424868185
"Atp1b3",3.33023272909204e-05,0.000199645486457411,1.57648397549081,2.11244312080954e-05,"9",23761.6009111592,"3",-0.743730172335604
"Smad5",3.3316593540311e-05,0.000291792478562459,1.01388167678131,3.28604355944953e-05,"5",657.526856114497,"5",-0.918120689282122
"Ccdc162",3.35168396091548e-05,0.000716342869936656,0.365990286837608,9.1578494879637e-05,"2",23.2067845943703,"5",-2.48054496332857
"Fcho2",3.36693548981255e-05,0.000233320151318542,1.32600927513697,2.53914927515478e-05,"7",1946.17482843042,"2",0.669582171668399
"Rpl18a",3.36543691112075e-05,0.000263195351575258,1.15340536092156,2.91782665933839e-05,"9",15901.3310859644,"1",-0.704234621896456
"Gria3",3.39148224560023e-05,0.000342408047293967,0.857092706485207,3.95696080475136e-05,"2",40.2025748294764,"1",-2.87018074419087
"Ccr2",3.39683093967723e-05,0.000287506666286707,1.05108857523011,3.23172663058732e-05,"8",2591.68191785117,"2",2.34861676983124
"Lztr1",3.40946679833648e-05,0.00027838584014106,1.09229101900081,3.12139048937282e-05,"7",2078.1099471181,"3",0.542595402259543
"Bckdhb",3.43670407495701e-05,0.000301361304638715,1.00949596683145,3.40437623118391e-05,"4",165.717221183313,"1",-0.92033839827632
"Tmem159",3.44949060822761e-05,0.000302107255038155,1.00949596683145,3.41704248611778e-05,"3",121.630264582369,"1",1.77961320443682
"1700062C10Rik",3.46553247241346e-05,0.000736230426369256,0.365990286837608,9.46891925017433e-05,"2",46.5265249364913,"5",-2.77639067349375
