"","pvalue","adj_pvalue","weight","weighted_pvalue","group","covariate","fold","log2FoldChange"
"Uxs1",0.795323869857485,0.827948227353279,1.17938087512253,0.674357102640702,"4",310.946418337747,"2",0.0358382620709368
"4931406C07Rik",0.795625202595103,1,0.548602408534312,1,"2",22.9033739980877,"3",0.0477450343517189
"Zfp619",0.795634974117748,0.778059777110695,1.30860475776088,0.608002507555558,"3",78.4510123481748,"2",-0.0468845955746403
"Cenpw",0.795843490882901,0.91426418120773,1,0.795843490882901,"4",213.947990637815,"4",0.040209333543819
"Tnk2",0.795914697542263,1,0.7704772307147,1,"5",650.438759854465,"1",0.0454958560465298
"Car4",0.796007200252565,0.786230337672702,1.28602720331324,0.618966067126559,"3",96.8346078643917,"3",-0.0458286750585837
"Fam20c",0.796045627961512,1,0.548602408534312,1,"2",38.8258415723213,"3",-0.0463006725482077
"Fam83d",0.796154739208745,0.828537539334354,1.17938087512306,0.675061598845812,"5",421.961247715511,"2",0.0447799117483132
"Serpinb1a",0.796551244688197,0.786557390485373,1.28602720331324,0.619389109838432,"4",159.054501339879,"3",-0.0459726093600632
"Pam",0.796630272180284,0.782886374713227,1.29541758068266,0.61496021364823,"3",95.0203663137107,"1",-0.043405621073781
"Cbl",0.796852538744785,0.847197749592091,1.13554144414917,0.701737961965663,"7",1659.72774135544,"5",0.0291298207801943
"Tstd2",0.796849597270967,0.847197749592091,1.13554144414917,0.701735371594494,"6",1018.95519302331,"5",0.0328308814101175
"2610507B11Rik",0.796971865651696,0.880782375447537,1.06095075238859,0.751186484252372,"9",8327.70773704227,"5",0.0305590697681244
"6430548M08Rik",0.797570216347564,0.774512389937505,1.32099846479545,0.603763166727876,"3",102.117610877721,"5",0.0469304373465989
"Acad9",0.797680381410942,0.739123654474975,1.42036273483403,0.561603287560307,"6",913.847334323301,"1",-0.0281713367841384
"Ago3",0.797412064293669,1,0.7704772307147,1,"5",468.200131336705,"1",-0.0385001577959492
"Cad",0.797321869895569,0.874944177598002,1.07326726614623,0.742892190086544,"9",4068.77361767295,"2",-0.035254565526516
